time,open,high,low,close,volume,ticker,industry,MA10,MA20,MA50,MA200,rsi,macd,upper_band,lower_band,RS
2020-12-04,11810,11860,11690,11720,6343360,SSI,Dịch vụ tài chính,11339.0,10901.0,10537.8,8658.035,84.15841584158416,369.36634412978674,11925.025081929669,9876.974918070331,45.244315490368955
2020-12-07,11890,12050,11830,12020,7082510,SSI,Dịch vụ tài chính,11448.0,10990.5,10580.6,8679.235,83.91959798994975,401.828365103931,12078.491389284818,9902.508610715182,49.33743684502397
2020-12-08,12070,12830,12070,12810,11532900,SSI,Dịch vụ tài chính,11622.0,11114.0,10641.0,8705.035,88.10408921933086,485.7022748118343,12428.300294132932,9799.699705867068,56.57895916005488
2020-12-09,12980,13570,12980,13270,13762100,SSI,Dịch vụ tài chính,11826.0,11266.0,10708.2,8732.235,89.74358974358974,582.5755399697427,12829.38903129001,9702.61096870999,60.633024824099074
2020-12-10,13270,13590,13090,13330,9858070,SSI,Dịch vụ tài chính,12039.0,11421.0,10766.8,8761.135,94.38943894389439,656.6206845809847,13157.06815291882,9684.93184708118,63.99679938253473
2020-12-11,13330,13770,13180,13770,9023250,SSI,Dịch vụ tài chính,12285.0,11589.5,10834.8,8792.485,94.65408805031447,742.2501205632288,13548.215744670746,9630.784255329254,71.91913694852221
2020-12-14,14090,14700,14030,14700,11829490,SSI,Dịch vụ tài chính,12629.0,11807.5,10915.4,8828.135,95.71788413098237,875.0680533634131,14119.353892669833,9495.646107330167,83.22813325597903
2020-12-15,14500,15260,14500,14900,15342550,SSI,Dịch vụ tài chính,12985.0,12019.0,11001.2,8864.035,95.76059850374065,985.1098177696713,14645.271321214092,9392.728678785908,84.53225629213335
2020-12-16,14960,15090,14610,14640,14443400,SSI,Dịch vụ tài chính,13297.0,12213.0,11085.2,8897.335,90.56603773584905,1039.357811902555,15015.030091126606,9410.969908873394,77.26137930783231
2020-12-17,14500,14960,14380,14640,13209050,SSI,Dịch vụ tài chính,13580.0,12405.5,11169.2,8930.885,90.31476997578693,1070.0152681388317,15322.538693065648,9488.461306934352,73.17665288952598
2020-12-18,14850,15660,14700,15660,14808270,SSI,Dịch vụ tài chính,13974.0,12656.5,11271.8,8972.235,93.13725490196079,1163.2082578608279,15789.786655120774,9523.213344879226,86.3805909880962
2020-12-21,16020,16750,15900,16750,14052330,SSI,Dịch vụ tài chính,14447.0,12947.5,11398.0,9019.035,94.27168576104746,1309.9183408867684,16463.340095759107,9431.659904240893,96.72225647079209
2020-12-22,16950,17510,16640,17300,12607350,SSI,Dịch vụ tài chính,14896.0,13259.0,11538.8,9071.085,94.59876543209876,1453.8089376633689,17157.55519796488,9360.44480203512,99.49054852087075
2020-12-23,17150,17180,16660,16840,13975960,SSI,Dịch vụ tài chính,15253.0,13539.5,11664.0,9123.085,87.81954887218045,1513.2809557913224,17626.117311742273,9452.882688257729,92.96778400149918
2020-12-24,16780,16840,15660,16570,15882040,SSI,Dịch vụ tài chính,15577.0,13808.0,11783.2,9174.385,85.50512445095168,1521.092013232983,17952.645753385044,9663.354246614956,86.23684500821084
2020-12-25,16370,17710,16160,17710,16010740,SSI,Dịch vụ tài chính,15971.0,14128.0,11925.2,9231.385,87.09256844850066,1600.8175766048462,18445.248636513046,9810.751363486956,98.54621087360078
2020-12-28,18530,18850,18180,18700,12578470,SSI,Dịch vụ tài chính,16371.0,14500.0,12084.6,9291.185,87.42058449809403,1724.0120484590989,19052.468387704925,9947.531612295074,106.49374815489554
2020-12-29,18410,18790,18180,18530,11912020,SSI,Dịch vụ tài chính,16734.0,14859.5,12242.4,9351.335,84.69656992084433,1787.323819302641,19496.06167979316,10222.938320206838,105.00936426223912
2020-12-30,18360,18670,18120,18410,10530310,SSI,Dịch vụ tài chính,17111.0,15204.0,12403.8,9410.885,83.24607329842932,1806.9860463817386,19819.63202035956,10588.367979640438,100.22208076547663
2020-12-31,18410,19550,18390,19350,9645420,SSI,Dịch vụ tài chính,17582.0,15581.0,12580.2,9474.735,84.27518427518427,1876.7842465561698,20260.67115353881,10901.328846461192,110.56441782083388
2021-01-04,20170,20220,19760,19760,9011500,SSI,Dịch vụ tài chính,17992.0,15983.0,12766.0,9542.885,83.2020997375328,1942.7881441679747,20647.455064917194,11318.544935082806,117.65832152304878
2021-01-05,19430,19940,19350,19730,8624800,SSI,Dịch vụ tài chính,18290.0,16368.5,12954.8,9611.835,82.41610738255034,1969.9674013377025,20927.09754518289,11809.902454817111,115.63827532841596
2021-01-06,19990,20430,19290,19880,10370000,SSI,Dịch vụ tài chính,18548.0,16722.0,13151.4,9679.535,85.69482288828338,1980.7777321534413,21214.738468614494,12229.261531385506,119.6220191052721
2021-01-07,20170,20220,19610,20110,13783700,SSI,Dịch vụ tài chính,18875.0,17064.0,13358.2,9749.335,86.12945838837517,1985.0219772979253,21491.195381657388,12636.804618342612,121.81635566014994
2021-01-08,20400,20400,19610,19960,11401100,SSI,Dịch vụ tài chính,19214.0,17395.5,13557.4,9819.785,82.08955223880596,1953.7600955473317,21634.330399755905,13156.669600244093,122.55072612804645
2021-01-11,19940,19990,19320,19610,13473300,SSI,Dịch vụ tài chính,19404.0,17687.5,13749.6,9890.535,73.99328859060402,1879.0818680157026,21671.70499895328,13703.295001046721,120.7674546440042
2021-01-12,19410,20170,19000,19940,16390400,SSI,Dịch vụ tài chính,19528.0,17949.5,13947.8,9962.685,72.99651567944251,1825.4840331346131,21793.20147808485,14105.798521915149,126.37368970583337
2021-01-13,20170,20170,19520,19580,9755200,SSI,Dịch vụ tài chính,19633.0,18183.5,14136.6,10031.135,74.29078014184397,1733.9702418957604,21809.15870603283,14557.841293967169,129.6336113837704
2021-01-14,19580,20930,19290,20670,22844000,SSI,Dịch vụ tài chính,19859.0,18485.0,14345.4,10103.035,81.73374613003097,1729.4626249206412,21864.470528445494,15105.529471554506,138.6465938501532
2021-01-15,20930,21770,20720,21600,14649600,SSI,Dịch vụ tài chính,20084.0,18833.0,14575.8,10177.435,81.12,1780.4100745849137,21970.079432915452,15695.920567084548,150.22733104203797
2021-01-18,21600,21600,21070,21210,11612500,SSI,Dịch vụ tài chính,20229.0,19110.5,14799.4,10249.885,72.21238938053098,1768.925483016068,22040.852772009053,16180.147227990947,144.25426628607303
2021-01-19,20930,21250,19760,19760,19694000,SSI,Dịch vụ tài chính,20232.0,19261.0,14990.0,10314.635,58.874458874458874,1624.0993730061055,21982.647333973746,16539.352666026254,128.78711393502707
2021-01-20,19990,20170,18440,19460,14483300,SSI,Dịch vụ tài chính,20190.0,19369.0,15172.4,10375.685,57.38396624472574,1468.1917441036421,21929.665209626117,16808.334790373883,121.30882683832826
2021-01-21,19520,20460,19290,20190,13084500,SSI,Dịch vụ tài chính,20198.0,19536.5,15371.6,10440.085,56.08695652173913,1387.5439807857183,21824.356040741633,17248.643959258367,130.77424325983836
2021-01-22,20050,20280,19520,19730,11501200,SSI,Dịch vụ tài chính,20175.0,19694.5,15561.6,10502.585,49.78417266187051,1271.8507875219802,21506.791076888177,17882.208923111823,123.08890676350055
2021-01-25,19410,20190,19230,19700,12151400,SSI,Dịch vụ tài chính,20184.0,19794.0,15747.6,10564.835,49.78417266187051,1164.3207838250673,21347.58193929556,18240.41806070444,123.06863921589559
2021-01-26,19550,19640,18470,18700,10631800,SSI,Dịch vụ tài chính,20060.0,19794.0,15914.8,10621.635,42.43589743589743,987.0329372383094,21347.58193929556,18240.41806070444,113.13359763722958
2021-01-27,18180,18700,17420,17420,14058600,SSI,Dịch vụ tài chính,19844.0,19738.5,16049.8,10672.035,34.80225988700565,734.7757020237514,21541.4948769522,17935.5051230478,96.46090244477543
2021-01-28,16219,16510,16219,16219,18067700,SSI,Dịch vụ tài chính,19398.9,19628.95,16158.98,10715.73,31.10796889203111,432.9584869465434,21960.57238298619,17297.327617013812,80.73160943733367
2021-01-29,15200,17330,15200,16840,14006900,SSI,Dịch vụ tài chính,18922.9,19503.45,16279.98,10762.28,36.38419189933149,241.09646958466692,22147.554582293476,16859.345417706525,89.0321254389265
2021-02-01,16780,17240,15660,15660,15664500,SSI,Dịch vụ tài chính,18367.9,19298.45,16380.38,10805.28,30.58428597350752,-6.101367033148563,22446.529212204783,16150.370787795218,76.55785762067086
2021-02-02,15610,16370,15020,16250,11603300,SSI,Dịch vụ tài chính,18016.9,19124.45,16486.78,10849.98,35.20263064344117,-152.639827437044,22544.997969335676,15703.902030664325,82.92533284435846
2021-02-03,16660,17360,16370,17360,14370500,SSI,Dịch vụ tài chính,17806.9,18998.45,16612.58,10900.23,35.31760113555714,-177.1626687513526,22486.79489331788,15510.10510668212,94.66457791125892
2021-02-04,17360,17890,17070,17360,12070400,SSI,Dịch vụ tài chính,17523.9,18860.95,16735.18,10950.63,29.501063624057238,-194.35677327109806,22381.460218704116,15340.439781295885,93.04009688242594
2021-02-05,17420,18410,17400,18410,12415200,SSI,Dịch vụ tài chính,17391.9,18783.45,16879.38,11006.68,37.27504090165424,-121.85236201709631,22270.170158423673,15296.729841576329,106.23133811050333
2021-02-08,18590,19150,17300,17890,21430000,SSI,Dịch vụ tài chính,17210.9,18697.45,17010.98,11060.53,40.71683876092136,-105.13976217971867,22183.178224149393,15211.721775850609,100.47807558376793
2021-02-09,18000,18650,17300,18560,15890800,SSI,Dịch vụ tài chính,17196.9,18628.45,17156.98,11117.58,45.69048075081402,-37.40037755294179,22064.900829746188,15191.999170253814,106.79428721762594
2021-02-17,19000,19640,18820,19610,11244000,SSI,Dịch vụ tài chính,17415.9,18629.95,17322.38,11180.73,47.30533358111875,99.85868877917892,22068.17539752859,15191.724602471411,113.04367524136293
2021-02-18,19580,19730,19150,19460,14644800,SSI,Dịch vụ tài chính,17740.0,18569.45,17481.18,11243.23,48.70838117106774,194.2940405917616,21897.341538908226,15241.558461091778,110.43347664564638
2021-02-19,19120,19640,19120,19380,11921100,SSI,Dịch vụ tài chính,17994.0,18458.45,17632.58,11304.53,48.47648067034851,259.6859083584095,21496.175359194745,15420.724640805256,108.84564651325545
2021-02-22,19380,19730,19120,19200,13412000,SSI,Dịch vụ tài chính,18348.0,18357.95,17782.18,11364.28,52.58211113406321,293.60049525981594,21134.11914963201,15581.78085036799,107.96357343724758
2021-02-23,19260,19850,19090,19640,15568700,SSI,Dịch vụ tài chính,18687.0,18351.95,17934.58,11425.38,62.5537208776295,351.9255933135173,21115.85208334447,15588.047916655532,110.77039068302943
2021-02-24,20050,20140,19290,19550,14635500,SSI,Dịch vụ tài chính,18906.0,18356.45,18069.38,11484.28,71.54313801578063,386.4318599560029,21128.229931645692,15584.67006835431,110.6832895213162
2021-02-25,19700,19730,19230,19550,11141000,SSI,Dịch vụ tài chính,19125.0,18324.45,18194.98,11543.03,69.0576652601969,409.062902368707,21020.85325541073,15628.046744589272,111.3795779626007
2021-02-26,19120,19520,19060,19410,13946600,SSI,Dịch vụ tài chính,19225.0,18308.45,18316.58,11601.43,80.88962108731467,410.9639993887067,20973.349838149366,15643.550161850633,109.52621746118552
2021-03-01,19640,20520,19460,20460,19294900,SSI,Dịch vụ tài chính,19482.0,18346.45,18450.38,11664.58,82.23583460949465,491.5307962062143,21114.573398146935,15578.326601853067,122.87924293622486
2021-03-02,20750,20750,20250,20490,12530900,SSI,Dịch vụ tài chính,19675.0,18435.95,18566.18,11728.68,78.71559633027523,551.4446023030505,21363.370741881856,15508.529258118147,119.7964532449208
2021-03-03,20310,20520,20220,20370,9827100,SSI,Dịch vụ tài chính,19751.0,18583.45,18675.58,11791.68,77.0197486535009,582.5286999310192,21591.50175452399,15575.398245476013,120.63650070425888
2021-03-04,20430,20430,19290,19550,15631000,SSI,Dịch vụ tài chính,19760.0,18750.0,18773.78,11850.13,60.674157303370784,534.8307285577066,21569.802158046983,15930.197841953019,108.05382324099622
2021-03-05,19290,19550,19000,19550,14142300,SSI,Dịch vụ tài chính,19777.0,18885.5,18871.98,11908.58,67.21991701244812,491.36558598821284,21576.353709180534,16194.646290819468,106.5888659816911
2021-03-08,19960,20140,19490,19610,10821800,SSI,Dịch vụ tài chính,19818.0,19083.0,18950.98,11967.18,62.47030878859857,456.49841632848984,21318.3250087486,16847.6749912514,110.33415515459463
2021-03-09,19460,19610,19150,19320,10483300,SSI,Dịch vụ tài chính,19786.0,19236.5,19002.38,12024.48,45.79710144927536,400.84466897310995,21030.833478364333,17442.166521635667,105.69499708482496
2021-03-10,19180,19430,18880,19350,10935600,SSI,Dịch vụ tài chính,19766.0,19336.0,19043.38,12081.23,48.348348348348345,355.0664376380082,20897.83967099534,17774.16032900466,100.11403111320539
2021-03-11,19640,20050,19460,19850,10817400,SSI,Dịch vụ tài chính,19796.0,19460.5,19103.58,12138.28,56.266666666666666,355.0400006929776,20728.444461675997,18192.555538324003,101.07057640468557
2021-03-12,19850,19940,19520,19580,6189600,SSI,Dịch vụ tài chính,19813.0,19519.0,19163.78,12195.235,54.947916666666664,329.43478655436047,20686.884276891604,18351.115723108396,100.15366532220936
2021-03-15,19580,19700,19410,19410,7094400,SSI,Dịch vụ tài chính,19708.0,19595.0,19197.78,12251.485,46.778711484593835,292.0582252029708,20480.140488403184,18709.859511596816,97.82236150594784
2021-03-16,19410,19410,18940,19120,12975900,SSI,Dịch vụ tài chính,19571.0,19623.0,19206.18,12306.435,44.297082228116714,236.31239251794614,20398.984264626204,18847.015735373796,91.16520019052169
2021-03-17,18970,19230,18920,19060,7522500,SSI,Dịch vụ tài chính,19440.0,19595.5,19216.78,12359.985,43.603133159268936,185.1575390750586,20411.381183300153,18779.618816699847,89.48603413775767
2021-03-18,19410,19580,19290,19460,7073300,SSI,Dịch vụ tài chính,19431.0,19595.5,19237.78,12415.935,50.61124694376528,174.87772467877585,20411.381183300153,18779.618816699847,91.73382449941788
2021-03-19,19350,19880,19350,19460,11156300,SSI,Dịch vụ tài chính,19422.0,19599.5,19239.98,12471.485,33.55263157894737,164.8308304973143,20411.70881421888,18787.29118578112,88.71588978605877
2021-03-22,19640,19730,19410,19520,7606900,SSI,Dịch vụ tài chính,19413.0,19615.5,19235.18,12525.935,34.20195439739413,159.86724297055844,20406.913791561525,18824.086208438475,86.76673511149093
2021-03-23,19520,19520,19030,19230,8829200,SSI,Dịch vụ tài chính,19404.0,19595.0,19225.18,12578.935,32.40740740740742,131.02264028754144,20404.769297880313,18785.230702119687,78.77692331982742
2021-03-24,18880,19150,18120,18300,13279700,SSI,Dịch vụ tài chính,19299.0,19532.5,19193.58,12626.335,31.343283582089555,32.74242291153132,20528.447049955914,18536.552950044086,66.33826612657764
2021-03-25,18410,18560,17940,18000,13265200,SSI,Dịch vụ tài chính,19114.0,19455.0,19151.38,12672.785,28.767123287671225,-68.5625043535656,20663.713975134033,18246.286024865967,64.02412789587046
2021-03-26,17910,18180,17180,18060,10140300,SSI,Dịch vụ tài chính,18962.0,19387.5,19113.38,12719.135,28.767123287671225,-142.36479774526742,20748.03975357309,18026.96024642691,62.52626643912083
2021-03-29,18300,18390,18120,18360,5694300,SSI,Dịch vụ tài chính,18857.0,19282.5,19088.38,12769.99,36.88524590163934,-174.63309259352536,20618.446343076343,17946.553656923657,62.0654277260152
2021-03-30,18650,18650,18240,18590,7282100,SSI,Dịch vụ tài chính,18804.0,19187.5,19061.38,12820.39,40.15544041450777,-179.57682112029215,20428.770571462584,17946.229428537416,59.802644970734804
2021-03-31,18530,18790,18500,18560,7641900,SSI,Dịch vụ tài chính,18754.0,19097.0,19040.98,12873.49,30.973451327433622,-183.796815594309,20234.885388734223,17959.114611265777,60.20408620582424
2021-04-01,18590,19850,18560,19850,21897600,SSI,Dịch vụ tài chính,18793.0,19112.0,19024.58,12930.99,53.06122448979591,-82.10254556005748,20282.471789718325,17941.528210281675,69.95258478745934
2021-04-02,20400,20430,19910,20050,13802300,SSI,Dịch vụ tài chính,18852.0,19137.0,18993.58,12989.99,57.20720720720721,14.462509829281771,20366.72140619012,17907.27859380988,69.80320842286883
2021-04-05,20460,20750,20110,20460,18659500,SSI,Dịch vụ tài chính,18946.0,19179.5,18978.58,13051.04,64.69298245614036,122.6606300365529,20530.79528503896,17828.20471496104,73.55619336348425
2021-04-06,20170,20640,20170,20460,15886800,SSI,Dịch vụ tài chính,19069.0,19236.5,18992.58,13111.29,65.55555555555556,206.03339509881334,20703.932774394973,17769.067225605027,72.8373026608251
2021-04-07,20460,20750,20340,20670,13001600,SSI,Dịch vụ tài chính,19306.0,19302.5,19016.78,13172.89,64.03712296983758,285.7581153601459,20904.037090620033,17700.962909379967,76.08519840090776
2021-04-08,20870,20870,20430,20580,10999100,SSI,Dịch vụ tài chính,19564.0,19339.0,19024.58,13231.54,62.72727272727273,337.7845131106442,21024.16624199454,17653.83375800546,73.70297433017076
2021-04-09,20520,20870,20460,20610,11376200,SSI,Dịch vụ tài chính,19819.0,19390.5,19042.18,13291.29,62.47139588100687,377.0897020819939,21167.149418961108,17613.850581038892,75.09701522672975
2021-04-12,20810,21540,20580,21340,16962300,SSI,Dịch vụ tài chính,20117.0,19487.0,19074.98,13354.59,71.93347193347194,461.8206654973583,21466.219410192894,17507.780589807106,82.84117259345298
2021-04-13,21570,21570,20550,20810,17662700,SSI,Dịch vụ tài chính,20339.0,19571.5,19117.18,13416.09,78.45804988662131,480.6632075977468,21627.55933766516,17515.44066233484,78.81748523127652
2021-04-14,20580,21160,20460,21010,16502500,SSI,Dịch vụ tài chính,20584.0,19669.0,19188.98,13480.49,84.91879350348027,505.90265559551335,21806.26731574398,17531.73268425602,86.34015073186339
2021-04-15,21010,21010,20280,20370,18715900,SSI,Dịch vụ tài chính,20636.0,19714.5,19272.0,13541.69,73.61963190184049,468.8577484074849,21871.686032531146,17557.313967468854,76.87160747555323
2021-04-16,20250,20490,19460,19880,18210800,SSI,Dịch vụ tài chính,20619.0,19735.5,19332.8,13599.04,64.96062992125985,395.40253339228366,21890.430454366913,17580.569545633087,71.5763599696184
2021-04-19,20170,20340,19760,20340,11875700,SSI,Dịch vụ tài chính,20607.0,19776.5,19426.4,13659.14,66.47834274952919,370.0412961764705,21945.32480911476,17607.67519088524,75.36157374123735
2021-04-20,20750,20780,19820,19940,14901200,SSI,Dịch vụ tài chính,20555.0,19812.0,19500.2,13717.24,62.147887323943664,314.0455542418422,21966.355197220175,17657.644802779825,75.7253339742244
2021-04-22,19640,19880,18560,18560,14783000,SSI,Dịch vụ tài chính,20344.0,19825.0,19524.2,13767.19,38.821490467937615,156.50990965782694,21943.783166174224,17706.216833825776,62.4337197427716
2021-04-23,18700,19290,18440,19290,14676900,SSI,Dịch vụ tài chính,20215.0,19889.5,19562.8,13820.94,43.96825396825397,89.53457661157154,21846.742689951483,17932.257310048517,68.16336568786423
2021-04-26,19290,19350,18470,18530,9931300,SSI,Dịch vụ tài chính,20007.0,19913.0,19565.2,13870.44,35.488721804511286,-24.586092602577992,21787.28133595677,18038.71866404323,60.83152625963456
2021-04-27,18530,18700,18210,18590,5350000,SSI,Dịch vụ tài chính,19732.0,19924.5,19579.2,13919.84,36.0655737704918,-108.93036514810592,21761.104131772063,18087.895868227937,61.57287108324265
2021-04-28,18590,19030,18530,18760,8752800,SSI,Dịch vụ tài chính,19527.0,19933.0,19583.2,13969.84,35.682158920539734,-160.2094349185536,21745.00790052887,18120.99209947113,65.74095495730592
2021-04-29,18760,19290,18760,19060,9170100,SSI,Dịch vụ tài chính,19332.0,19958.0,19572.2,14021.34,38.95348837209302,-174.62797180516645,21702.797982575663,18213.202017424337,69.95972267186997
2021-05-04,18590,19230,18470,19230,9998200,SSI,Dịch vụ tài chính,19218.0,19927.0,19567.6,14071.59,40.17094017094016,-170.3732303709694,21701.653116586625,18152.346883413375,73.05746114373125
2021-05-05,19350,19990,19260,19640,12386200,SSI,Dịch vụ tài chính,19194.0,19906.5,19572.8,14124.34,37.3134328358209,-132.3916155108891,21684.639477093995,18128.360522906005,75.97834012727948
2021-05-06,19580,19850,19150,19200,10716100,SSI,Dịch vụ tài chính,19080.0,19843.5,19572.8,14174.74,37.821482602118,-136.22491879133304,21628.339960391582,18058.660039608418,75.04409454018318
2021-05-07,19000,19580,18940,19120,9370400,SSI,Dịch vụ tài chính,18998.0,19776.5,19562.4,14224.44,35.43913713405239,-144.05756473707515,21564.498292710858,17988.501707289142,72.29070808516343
2021-05-10,19000,20400,18880,20280,22718700,SSI,Dịch vụ tài chính,19170.0,19757.0,19577.0,14280.69,49.35805991440799,-56.016958971064014,21512.174005468914,18001.825994531086,78.74775769225013
2021-05-11,20460,20640,19990,19990,16042700,SSI,Dịch vụ tài chính,19240.0,19727.5,19585.8,14336.04,50.80763582966227,-9.53480962195681,21443.83483422029,18011.16516577971,75.84862811024867
2021-05-12,19880,20370,19880,20340,10131500,SSI,Dịch vụ tài chính,19421.0,19714.0,19604.4,14393.79,50.0,54.911715476311656,21405.170880593832,18022.829119406168,76.48224978441132
2021-05-13,20110,21130,20110,20490,20974300,SSI,Dịch vụ tài chính,19611.0,19671.5,19605.0,14452.69,54.263565891472865,116.74404465043699,21227.977466995027,18115.022533004973,78.87322861010357
2021-05-14,20670,20980,20490,20640,13050200,SSI,Dịch vụ tài chính,19799.0,19663.0,19608.0,14514.09,69.92337164750958,175.82357269683052,21194.96262150364,18131.03737849636,77.81003726560824
2021-05-17,21040,21210,20640,20720,16948500,SSI,Dịch vụ tài chính,19965.0,19648.5,19615.0,14578.84,65.64551422319475,226.48903116398287,21131.488093077834,18165.511906922166,72.64125302558074
2021-05-18,20700,20980,20400,20610,11559500,SSI,Dịch vụ tài chính,20103.0,19660.5,19636.2,14640.39,76.53061224489795,254.82819057654706,21171.68601035572,18149.31398964428,71.8028456867086
2021-05-19,20610,21160,20460,21040,16376200,SSI,Dịch vụ tài chính,20243.0,19718.5,19666.0,14705.99,78.55477855477855,308.429205038512,21349.45419278025,18087.54580721975,74.99500968472047
2021-05-20,21130,22500,21040,22500,28128900,SSI,Dịch vụ tài chính,20573.0,19826.5,19723.8,14778.345,83.51254480286738,463.37667557094755,21865.708050612862,17787.291949387138,87.40710019752242
2021-05-21,22800,23560,22500,22800,15936600,SSI,Dịch vụ tài chính,20941.0,19969.5,19793.4,14852.745,83.51254480286738,603.4252445001148,22404.857749576262,17534.142250423738,87.13604735640942
2021-05-24,22920,23290,22560,23260,16564900,SSI,Dịch vụ tài chính,21239.0,20204.5,19871.6,14927.795,84.32708688245316,742.9684224987468,22953.980142250835,17455.019857749165,90.40777898572716
2021-05-25,23260,23970,23090,23910,14778500,SSI,Dịch vụ tài chính,21631.0,20435.5,19952.8,15005.395,84.94271685761048,895.682098452111,23605.606921656894,17265.393078343106,94.46316168134994
2021-05-26,23850,24380,23680,23940,13254600,SSI,Dịch vụ tài chính,21991.0,20706.0,20040.0,15082.695,91.57894736842105,1007.5155243591362,24106.3925469987,17305.6074530013,94.37301905212792
2021-05-27,23940,24020,22800,23150,16156700,SSI,Dịch vụ tài chính,22257.0,20934.0,20114.8,15156.495,81.4352574102964,1020.6327039232237,24348.47938545312,17519.52061454688,86.32185496024101
2021-05-28,23320,24500,23090,24440,17028000,SSI,Dịch vụ tài chính,22637.0,21218.0,20221.2,15237.045,81.80428134556576,1122.18453744012,24811.307229016937,17624.692770983063,95.97775671167582
2021-05-31,24780,26020,24550,25960,12192900,SSI,Dịch vụ tài chính,23161.0,21563.0,20359.2,15324.745,88.41698841698842,1310.2130732446385,25583.484914456032,17542.515085543968,108.53986582673384
2021-06-01,26300,26480,25310,25540,12399700,SSI,Dịch vụ tài chính,23654.0,21878.5,20480.8,15409.495,83.16326530612244,1409.0934010317178,26112.777543547374,17644.222456452626,104.45547861157398
2021-06-02,25140,26890,25140,26890,16616900,SSI,Dịch vụ tài chính,24239.0,22241.0,20629.4,15501.145,85.39823008849558,1578.1980065511489,26889.47184850203,17592.52815149797,113.93346458675173
2021-06-03,27880,28760,27480,28580,14693000,SSI,Dịch vụ tài chính,24847.0,22710.0,20810.6,15600.645,87.52362948960302,1827.5170221968438,27924.865391611915,17495.134608388085,128.15918320999052
2021-06-04,28530,29230,28060,28500,15977800,SSI,Dịch vụ tài chính,25417.0,23179.0,20996.0,15700.495,86.76748582230624,1995.6442621221358,28711.909770303137,17646.090229696863,125.91513788145417
2021-06-07,28180,28820,26590,27560,23994300,SSI,Dịch vụ tài chính,25847.0,23543.0,21181.2,15795.895,80.45574057843996,2029.639743406944,29228.646192965145,17857.353807034855,114.17456943195403
2021-06-08,27480,28000,25720,25720,19617700,SSI,Dịch vụ tài chính,26028.0,23829.5,21335.6,15882.395,68.25273010920436,1886.3639553149042,29335.95735764648,18323.04264235352,94.40842374276264
2021-06-09,26070,27510,25140,27300,21306400,SSI,Dịch vụ tài chính,26364.0,24177.5,21520.4,15976.345,68.54714064914992,1878.6537058944741,29634.909738386123,18720.090261613877,107.13152653482679
2021-06-10,27300,27910,27180,27480,14900900,SSI,Dịch vụ tài chính,26797.0,24527.0,21702.8,16071.795,68.25273010920436,1865.5627275064544,29884.466408274493,19169.533591725507,105.88996243991272
2021-06-11,27180,29340,27120,29290,22212500,SSI,Dịch vụ tài chính,27282.0,24959.5,21916.8,16175.295,71.2773465067043,1978.4337532422614,30391.818396218583,19527.181603781417,116.2376270613216
2021-06-14,29520,31340,29230,30980,18579800,SSI,Dịch vụ tài chính,27784.0,25472.5,22165.2,16286.395,73.241288625904,2179.134029778954,31151.317056209402,19793.682943790598,129.50562421594506
2021-06-15,30980,31880,30680,30980,14842900,SSI,Dịch vụ tài chính,28328.0,25991.0,22387.8,16397.495,73.18840579710144,2311.5443999455456,31694.080977119214,20287.919022880786,128.68735831013336
2021-06-16,30270,30810,29160,29430,22090600,SSI,Dịch vụ tài chính,28582.0,26410.5,22575.4,16500.695,69.69887076537015,2265.295608481243,31806.19214134856,21014.80785865144,116.60053649994708
2021-06-17,28660,30620,28660,30090,10762100,SSI,Dịch vụ tài chính,28733.0,26790.0,22768.0,16607.045,68.45199216198563,2255.8950384339296,32094.52438465208,21485.47561534792,118.09164808145209
2021-06-18,30680,30680,29840,30090,7798000,SSI,Dịch vụ tài chính,28892.0,27154.5,22960.6,16713.395,64.9746192893401,2222.8217138847867,32304.21833670236,22004.78166329764,113.5590374602808
2021-06-21,29840,30090,29130,29190,12541700,SSI,Dịch vụ tài chính,29055.0,27451.0,23131.0,16815.795,62.789067974772244,2099.7833916438976,32332.457504518617,22569.542495481383,108.11473041233947
2021-06-22,29730,29730,29260,29490,9039100,SSI,Dịch vụ tài chính,29432.0,27730.0,23309.2,16919.145,59.833585476550674,2003.388314199965,32392.233483281554,23067.766516718446,112.11621947897571
2021-06-23,29490,30270,29320,29730,9637700,SSI,Dịch vụ tài chính,29675.0,28019.5,23491.6,17023.195,54.88530161427357,1924.1797684624144,32401.46531250535,23637.53468749465,111.29603935391405
2021-06-24,29790,30090,29610,29910,7398300,SSI,Dịch vụ tài chính,29918.0,28357.5,23663.0,17127.695,55.93934288121315,1854.5527908223085,32162.89160444204,24552.10839555796,107.85515981923155
2021-06-25,30090,31990,30030,31990,23685000,SSI,Dịch vụ tài chính,30188.0,28735.0,23886.6,17242.745,67.02536510376633,1944.793161151887,32399.420683732766,25070.579316267234,116.63433792602763
2021-06-28,32650,32650,31690,32119,9639500,SSI,Dịch vụ tài chính,30301.9,29042.95,24108.78,17357.14,78.31666519160987,2003.6220192602195,32760.251424987033,25325.64857501297,118.43281662395154
2021-06-29,32119,33240,31930,32530,10429100,SSI,Dịch vụ tài chính,30456.9,29392.45,24351.98,17473.44,75.81441263573544,2059.666030379165,33036.707803290294,25748.192196709708,116.3146089018225
2021-06-30,32229,32950,32170,32770,11623300,SSI,Dịch vụ tài chính,30790.9,29686.45,24609.78,17590.94,75.9568204121688,2099.24847749083,33428.10144934976,25944.798550650245,115.0111429921627
