time,open,high,low,close,volume,ticker,industry
2023-05-23,78750,79250,77980,78150,535100,VCB,Ngân hàng
2023-05-24,78580,78580,77820,78410,342200,VCB,Ngân hàng
2023-05-25,78410,79590,77390,78920,606600,VCB,Ngân hàng
2023-05-26,78920,79170,77900,77900,283700,VCB,Ngân hàng
2023-05-29,77900,80440,77900,78830,590500,VCB,Ngân hàng
2023-05-30,78830,80270,78240,80020,564500,VCB,Ngân hàng
2023-05-31,79510,79680,78830,79590,380100,VCB,Ngân hàng
2023-06-01,80100,80100,78920,79510,646300,VCB,Ngân hàng
2023-06-02,79510,80440,79000,80360,737800,VCB,Ngân hàng
2023-06-05,80610,83570,80610,82980,1297800,VCB,Ngân hàng
2023-06-06,82980,83830,81710,83830,759500,VCB,Ngân hàng
2023-06-07,83830,83830,82130,82130,749600,VCB,Ngân hàng
2023-06-08,82130,86110,82130,84670,1339400,VCB,Ngân hàng
2023-06-09,84670,86370,83830,85100,820200,VCB,Ngân hàng
2023-06-12,84590,85940,83070,85520,435100,VCB,Ngân hàng
2023-06-13,84670,87210,84420,86790,838900,VCB,Ngân hàng
2023-06-14,86710,88060,85940,86880,840500,VCB,Ngân hàng
2023-06-15,86790,87810,86030,87640,912200,VCB,Ngân hàng
2023-06-16,88230,90090,87380,88910,1331800,VCB,Ngân hàng
2023-06-19,87720,88150,86110,86110,1139900,VCB,Ngân hàng
2023-06-20,85610,85610,84500,84590,1781600,VCB,Ngân hàng
2023-06-21,84420,85100,84420,84670,1187900,VCB,Ngân hàng
2023-06-22,86370,86370,84590,85010,716500,VCB,Ngân hàng
2023-06-23,85010,85010,84250,84590,705200,VCB,Ngân hàng
2023-06-26,83910,85440,83910,84670,807200,VCB,Ngân hàng
2023-06-27,84670,85520,84420,84670,685900,VCB,Ngân hàng
2023-06-28,84670,86540,84500,85610,821200,VCB,Ngân hàng
2023-06-29,86200,87210,85610,86280,640600,VCB,Ngân hàng
2023-06-30,85610,86200,84670,84670,556600,VCB,Ngân hàng
2023-07-03,84670,85350,84500,84670,490100,VCB,Ngân hàng
2023-07-04,85270,86280,84590,84670,682700,VCB,Ngân hàng
2023-07-05,85520,86790,84930,86370,953900,VCB,Ngân hàng
2023-07-06,86450,86540,85100,85270,1021000,VCB,Ngân hàng
2023-07-07,85100,88910,85010,88910,1064800,VCB,Ngân hàng
2023-07-10,88820,88820,86620,86960,915100,VCB,Ngân hàng
2023-07-11,86200,88910,86200,87210,887600,VCB,Ngân hàng
2023-07-12,86960,88480,86960,88060,742800,VCB,Ngân hàng
2023-07-13,88910,88910,87810,88820,928300,VCB,Ngân hàng
2023-07-14,88820,88910,88060,88910,797700,VCB,Ngân hàng
2023-07-17,88910,88910,88230,88740,791600,VCB,Ngân hàng
2023-07-18,88820,88910,88310,88310,590000,VCB,Ngân hàng
2023-07-19,88570,90690,88570,90180,926200,VCB,Ngân hàng
2023-07-20,89330,90090,87720,88910,771600,VCB,Ngân hàng
2023-07-21,88910,88910,88060,88910,663400,VCB,Ngân hàng
2023-07-24,88990,89250,88480,88570,808500,VCB,Ngân hàng
2023-07-25,90400,92500,90300,91700,2374800,VCB,Ngân hàng
2023-07-26,91900,93400,91900,93400,1146400,VCB,Ngân hàng
2023-07-27,93700,93700,92500,92700,957200,VCB,Ngân hàng
2023-07-28,92700,93000,91800,93000,1116900,VCB,Ngân hàng
2023-07-31,93000,93200,91600,91600,1468300,VCB,Ngân hàng
2023-08-01,91600,92800,91200,91200,1281600,VCB,Ngân hàng
2023-08-02,91200,91500,91000,91500,1055800,VCB,Ngân hàng
2023-08-03,91500,91500,90500,90600,837900,VCB,Ngân hàng
2023-08-04,90700,91100,90100,90100,1231600,VCB,Ngân hàng
2023-08-07,90100,90800,90000,90800,1111700,VCB,Ngân hàng
2023-08-08,90800,91200,90100,90700,823400,VCB,Ngân hàng
2023-08-09,90700,90900,90100,90200,591600,VCB,Ngân hàng
2023-08-10,90500,90500,88500,88500,1336100,VCB,Ngân hàng
2023-08-11,88500,90400,88500,90400,920800,VCB,Ngân hàng
2023-08-14,90300,90300,89000,89000,1471800,VCB,Ngân hàng
2023-08-15,90000,90000,88500,88900,1148500,VCB,Ngân hàng
2023-08-16,88800,89400,88700,89200,727300,VCB,Ngân hàng
2023-08-17,89200,89800,88600,89400,2145100,VCB,Ngân hàng
2023-08-18,89800,90300,89000,89500,2430400,VCB,Ngân hàng
2023-08-21,89700,90200,89200,89800,1710900,VCB,Ngân hàng
2023-08-22,89500,89700,87800,88400,1825000,VCB,Ngân hàng
2023-08-23,88900,88900,86100,86300,1754800,VCB,Ngân hàng
2023-08-24,86300,88200,86000,87000,902800,VCB,Ngân hàng
2023-08-25,86200,87000,86000,86200,1404600,VCB,Ngân hàng
2023-08-28,86400,87500,86200,87000,1378300,VCB,Ngân hàng
2023-08-29,87000,88500,86900,88400,1391900,VCB,Ngân hàng
2023-08-30,88500,89500,88500,89100,1350000,VCB,Ngân hàng
2023-08-31,89100,89600,88300,89100,1531200,VCB,Ngân hàng
2023-09-05,89100,90700,89100,90100,1942200,VCB,Ngân hàng
2023-09-06,90200,90200,89700,90200,2017600,VCB,Ngân hàng
2023-09-07,90000,90800,89500,89500,1765300,VCB,Ngân hàng
2023-09-08,89500,89500,89100,89500,1341900,VCB,Ngân hàng
2023-09-11,89600,90000,88000,88500,1649500,VCB,Ngân hàng
2023-09-12,89000,90000,88900,89900,1572100,VCB,Ngân hàng
2023-09-13,90000,90000,88900,89100,1582000,VCB,Ngân hàng
2023-09-14,89000,89500,88100,89100,1512600,VCB,Ngân hàng
2023-09-15,88900,89800,88600,89800,2142400,VCB,Ngân hàng
2023-09-18,89500,89700,88300,88800,718100,VCB,Ngân hàng
2023-09-19,88800,89200,86000,88100,1117200,VCB,Ngân hàng
2023-09-20,88100,88400,86400,88000,786000,VCB,Ngân hàng
2023-09-21,88000,88000,86800,87000,1066900,VCB,Ngân hàng
2023-09-22,86400,89500,86000,89300,2408600,VCB,Ngân hàng
2023-09-25,89000,89500,88300,89300,2210400,VCB,Ngân hàng
2023-09-26,89200,89400,86900,87000,1663200,VCB,Ngân hàng
2023-09-27,87600,89000,87000,87800,1204900,VCB,Ngân hàng
2023-09-28,87200,88300,86600,88000,1065100,VCB,Ngân hàng
2023-09-29,88300,88300,87100,87500,449300,VCB,Ngân hàng
2023-10-02,87100,87200,86500,86500,765700,VCB,Ngân hàng
2023-10-03,86500,86700,85800,86300,882600,VCB,Ngân hàng
2023-10-04,86300,86300,85300,86300,923800,VCB,Ngân hàng
2023-10-05,86000,86000,84500,84500,890000,VCB,Ngân hàng
2023-10-06,84500,85400,83500,85400,800900,VCB,Ngân hàng
2023-10-09,85400,85400,84000,84600,1096100,VCB,Ngân hàng
2023-10-10,84600,86200,84600,86100,734100,VCB,Ngân hàng
2023-10-11,86200,86500,85700,86500,719400,VCB,Ngân hàng
2023-10-12,86900,86900,85500,86000,714100,VCB,Ngân hàng
2023-10-13,86000,86600,85500,86600,663100,VCB,Ngân hàng
2023-10-16,85600,86600,85600,86100,332300,VCB,Ngân hàng
2023-10-17,86100,86500,85500,85900,363400,VCB,Ngân hàng
2023-10-18,85500,86000,85000,85900,1147400,VCB,Ngân hàng
2023-10-19,85500,86000,84100,84500,1363600,VCB,Ngân hàng
2023-10-20,83500,85300,82700,84800,938400,VCB,Ngân hàng
2023-10-23,84500,84500,82500,84500,966600,VCB,Ngân hàng
2023-10-24,84500,86500,83900,86000,994000,VCB,Ngân hàng
2023-10-25,85100,85800,84600,85800,660100,VCB,Ngân hàng
2023-10-26,85000,86000,83500,84500,1420300,VCB,Ngân hàng
2023-10-27,84600,85000,83800,85000,773400,VCB,Ngân hàng
2019-10-23,92540,92690,91640,92410,847820,VNM,Thực phẩm và đồ uống
2019-10-24,92330,93170,92330,92620,520890,VNM,Thực phẩm và đồ uống
2019-10-25,92620,93940,92540,93940,816560,VNM,Thực phẩm và đồ uống
2019-10-28,93940,94560,93320,93450,558360,VNM,Thực phẩm và đồ uống
2019-10-29,93370,94230,93320,93660,520280,VNM,Thực phẩm và đồ uống
2019-10-30,93880,94150,91500,92200,1301690,VNM,Thực phẩm và đồ uống
2019-10-31,92200,92200,89960,90800,2550480,VNM,Thực phẩm và đồ uống
2019-11-01,90940,92890,90940,92470,969370,VNM,Thực phẩm và đồ uống
2019-11-04,92890,92890,91220,91710,1407970,VNM,Thực phẩm và đồ uống
2019-11-05,91710,91710,90240,90240,1876790,VNM,Thực phẩm và đồ uống
2019-11-06,90100,91150,89740,90870,1184100,VNM,Thực phẩm và đồ uống
2019-11-07,90450,90660,89890,90170,866170,VNM,Thực phẩm và đồ uống
2019-11-08,90170,91010,90030,90240,1193130,VNM,Thực phẩm và đồ uống
2019-11-11,90240,90940,90100,90310,645500,VNM,Thực phẩm và đồ uống
2019-11-12,90310,90310,88910,89050,1934480,VNM,Thực phẩm và đồ uống
2019-11-13,89050,89050,87590,87650,1956940,VNM,Thực phẩm và đồ uống
2019-11-14,88000,88280,87720,87930,695470,VNM,Thực phẩm và đồ uống
2019-11-15,88000,88000,83810,85900,2384360,VNM,Thực phẩm và đồ uống
2019-11-18,85900,86190,84090,84370,1671470,VNM,Thực phẩm và đồ uống
2019-11-19,84090,86880,84090,86880,1078610,VNM,Thực phẩm và đồ uống
2019-11-20,86960,87170,86120,86610,1150700,VNM,Thực phẩm và đồ uống
2019-11-21,86260,86460,85000,85220,1395000,VNM,Thực phẩm và đồ uống
2019-11-22,84860,86050,84720,84860,719680,VNM,Thực phẩm và đồ uống
2019-11-25,85350,86120,84230,85830,680740,VNM,Thực phẩm và đồ uống
2019-11-26,85830,86610,85700,85900,971390,VNM,Thực phẩm và đồ uống
2019-11-27,86400,86400,85270,85270,366920,VNM,Thực phẩm và đồ uống
2019-11-28,85270,85420,84090,85270,1107720,VNM,Thực phẩm và đồ uống
2019-11-29,85220,85490,84650,84860,549840,VNM,Thực phẩm và đồ uống
2019-12-02,84860,84860,82620,82620,1489150,VNM,Thực phẩm và đồ uống
2019-12-03,82270,82270,81090,81310,1422610,VNM,Thực phẩm và đồ uống
2019-12-04,81310,82980,81310,82980,693700,VNM,Thực phẩm và đồ uống
2019-12-05,83610,83610,82270,82270,694150,VNM,Thực phẩm và đồ uống
2019-12-06,82350,82350,81230,81230,937120,VNM,Thực phẩm và đồ uống
2019-12-09,81230,82550,81230,82490,766050,VNM,Thực phẩm và đồ uống
2019-12-10,82490,82910,82060,82550,850090,VNM,Thực phẩm và đồ uống
2019-12-11,82210,82830,81930,82830,793940,VNM,Thực phẩm và đồ uống
2019-12-12,83120,83460,83050,83250,701380,VNM,Thực phẩm và đồ uống
2019-12-13,83330,83740,82420,82420,564680,VNM,Thực phẩm và đồ uống
2019-12-16,82770,82980,82210,82910,751280,VNM,Thực phẩm và đồ uống
2019-12-17,82980,82980,81790,81790,829630,VNM,Thực phẩm và đồ uống
2019-12-18,82000,83120,81930,82830,1400340,VNM,Thực phẩm và đồ uống
2019-12-19,82830,83810,82830,83610,1582510,VNM,Thực phẩm và đồ uống
2019-12-20,83810,84020,83460,83810,1822570,VNM,Thực phẩm và đồ uống
2019-12-23,83810,83810,82420,82420,786100,VNM,Thực phẩm và đồ uống
2019-12-24,82420,82980,82420,82830,577000,VNM,Thực phẩm và đồ uống
2019-12-25,83460,83460,82210,82420,541190,VNM,Thực phẩm và đồ uống
2019-12-26,82980,83120,82420,82420,345150,VNM,Thực phẩm và đồ uống
2019-12-27,82420,83470,81710,83260,383460,VNM,Thực phẩm và đồ uống
2019-12-30,82980,83120,82060,82060,672140,VNM,Thực phẩm và đồ uống
2019-12-31,83820,83820,82000,82060,387640,VNM,Thực phẩm và đồ uống
2020-01-02,82420,83260,82060,83060,352700,VNM,Thực phẩm và đồ uống
2020-01-03,83260,83820,83260,83330,625390,VNM,Thực phẩm và đồ uống
2020-01-06,83120,83260,82270,82700,495910,VNM,Thực phẩm và đồ uống
2020-01-07,82770,83680,82770,83470,459520,VNM,Thực phẩm và đồ uống
2020-01-08,83470,83680,82770,83680,837710,VNM,Thực phẩm và đồ uống
2020-01-09,83820,84170,83410,83550,624130,VNM,Thực phẩm và đồ uống
2020-01-10,83550,83970,83410,83750,596280,VNM,Thực phẩm và đồ uống
2020-01-13,83820,83820,82700,82700,412880,VNM,Thực phẩm và đồ uống
2020-01-14,82700,83190,82500,82980,335180,VNM,Thực phẩm và đồ uống
2020-01-15,82980,83060,82550,82980,681740,VNM,Thực phẩm và đồ uống
2020-01-16,82980,83470,82550,83260,545090,VNM,Thực phẩm và đồ uống
2020-01-17,83260,83550,82980,83550,375030,VNM,Thực phẩm và đồ uống
2020-01-20,83820,83970,83410,83820,493600,VNM,Thực phẩm và đồ uống
2020-01-21,83820,85860,83550,85230,853940,VNM,Thực phẩm và đồ uống
2020-01-22,85230,85860,85230,85450,794440,VNM,Thực phẩm và đồ uống
2020-01-30,83820,84390,81860,82140,1533720,VNM,Thực phẩm và đồ uống
2020-01-31,82000,82140,76430,76430,1915820,VNM,Thực phẩm và đồ uống
2020-02-03,71500,77840,71150,76290,2289150,VNM,Thực phẩm và đồ uống
2020-02-04,77410,77490,73330,73960,1869040,VNM,Thực phẩm và đồ uống
2020-02-05,74960,75870,72770,75090,1545750,VNM,Thực phẩm và đồ uống
2020-02-06,75720,76510,74600,75720,2137020,VNM,Thực phẩm và đồ uống
2020-02-07,75870,77840,75800,77630,1523380,VNM,Thực phẩm và đồ uống
2020-02-10,76780,77070,75580,76780,910510,VNM,Thực phẩm và đồ uống
2020-02-11,76780,76780,75370,75510,885960,VNM,Thực phẩm và đồ uống
2020-02-12,76070,76070,75510,75510,838170,VNM,Thực phẩm và đồ uống
2020-02-13,75510,75720,75090,75300,713560,VNM,Thực phẩm và đồ uống
2020-02-14,75510,75650,75090,75090,708080,VNM,Thực phẩm và đồ uống
2020-02-17,75230,75800,75230,75720,623350,VNM,Thực phẩm và đồ uống
2020-02-18,75940,75940,74170,74320,1078500,VNM,Thực phẩm và đồ uống
2020-02-19,73960,75160,73960,74960,794470,VNM,Thực phẩm và đồ uống
2020-02-20,75370,75720,74880,74960,624620,VNM,Thực phẩm và đồ uống
2020-02-21,75720,77070,75720,76430,1484500,VNM,Thực phẩm và đồ uống
2020-02-24,75370,75940,74670,74960,954600,VNM,Thực phẩm và đồ uống
2020-02-25,74880,76430,74670,76070,1200220,VNM,Thực phẩm và đồ uống
2020-02-26,75160,75160,73960,73960,1346630,VNM,Thực phẩm và đồ uống
2020-02-27,73960,75650,73120,75650,863890,VNM,Thực phẩm và đồ uống
2020-02-28,74170,74740,72560,73610,1437350,VNM,Thực phẩm và đồ uống
2020-03-02,73610,74320,73120,73610,909240,VNM,Thực phẩm và đồ uống
2020-03-03,74320,74810,73680,74170,741380,VNM,Thực phẩm và đồ uống
2020-03-04,74170,74670,73610,73820,612800,VNM,Thực phẩm và đồ uống
2020-03-05,73960,74600,73610,73610,438020,VNM,Thực phẩm và đồ uống
2020-03-06,73610,73820,72970,73400,664920,VNM,Thực phẩm và đồ uống
2020-03-09,70450,72210,68330,68330,2356790,VNM,Thực phẩm và đồ uống
2020-03-10,67620,71710,67620,71650,1761300,VNM,Thực phẩm và đồ uống
2020-03-11,71850,73960,69880,71570,2292410,VNM,Thực phẩm và đồ uống
2020-03-12,68470,71500,68330,71080,2431600,VNM,Thực phẩm và đồ uống
2020-03-13,67060,70860,67060,69810,2159130,VNM,Thực phẩm và đồ uống
2020-03-16,69810,69880,67970,68330,1087080,VNM,Thực phẩm và đồ uống
2020-03-17,67620,67910,66910,67620,1788240,VNM,Thực phẩm và đồ uống
2020-03-18,67770,68900,66910,66910,1322150,VNM,Thực phẩm và đồ uống
2020-03-19,65510,66220,62690,62690,2774560,VNM,Thực phẩm và đồ uống
2020-03-20,62690,64310,62690,63400,2316660,VNM,Thực phẩm và đồ uống
2020-03-23,62760,62760,58960,58960,2187710,VNM,Thực phẩm và đồ uống
2020-03-24,58960,62200,58960,60650,1739530,VNM,Thực phẩm và đồ uống
2020-03-25,63820,64870,63470,64800,2993020,VNM,Thực phẩm và đồ uống
2020-03-26,65019,66910,62550,66220,2556450,VNM,Thực phẩm và đồ uống
2020-03-27,65510,67130,64800,66290,2755950,VNM,Thực phẩm và đồ uống
2020-03-30,63400,65160,62690,64239,1559900,VNM,Thực phẩm và đồ uống
2020-03-31,65160,65790,63400,64110,1293290,VNM,Thực phẩm và đồ uống
2020-04-01,64110,66220,64110,66220,1155730,VNM,Thực phẩm và đồ uống
2020-04-03,66570,67270,66220,66910,1934430,VNM,Thực phẩm và đồ uống
2020-04-06,67970,68050,66910,67770,1840550,VNM,Thực phẩm và đồ uống
2020-04-07,67970,69740,67480,69390,2273090,VNM,Thực phẩm và đồ uống
2020-04-08,69020,69740,67970,69740,904920,VNM,Thực phẩm và đồ uống
2020-04-09,70370,71080,69880,70510,1220550,VNM,Thực phẩm và đồ uống
2020-04-10,70450,70450,69100,70160,1111470,VNM,Thực phẩm và đồ uống
2020-04-13,70160,70300,69250,69810,1127670,VNM,Thực phẩm và đồ uống
2020-04-14,70100,70220,69530,69740,1059560,VNM,Thực phẩm và đồ uống
2020-04-15,70220,70220,69880,69880,886130,VNM,Thực phẩm và đồ uống
2020-04-16,69950,70100,69660,69950,1155660,VNM,Thực phẩm và đồ uống
2020-04-17,70450,70510,69740,69950,1767310,VNM,Thực phẩm và đồ uống
2020-04-20,70450,71290,70450,70450,1471680,VNM,Thực phẩm và đồ uống
2020-04-21,70450,70450,67480,68190,2129360,VNM,Thực phẩm và đồ uống
2020-04-22,67700,68750,67480,68680,1085950,VNM,Thực phẩm và đồ uống
2020-04-23,69460,69460,67550,67700,1443180,VNM,Thực phẩm và đồ uống
2020-04-24,69950,72410,68680,72410,3624460,VNM,Thực phẩm và đồ uống
2020-04-27,75010,75010,72410,72410,1950560,VNM,Thực phẩm và đồ uống
2020-04-28,72410,72560,70220,70790,1401520,VNM,Thực phẩm và đồ uống
2020-04-29,69740,70370,69740,69740,1769090,VNM,Thực phẩm và đồ uống
2020-05-04,68330,69740,68330,68750,1235970,VNM,Thực phẩm và đồ uống
2020-05-05,69590,71080,69020,70790,1163800,VNM,Thực phẩm và đồ uống
2020-05-06,70940,71500,70220,71500,1105020,VNM,Thực phẩm và đồ uống
2020-05-07,71570,73120,71500,72840,1583260,VNM,Thực phẩm và đồ uống
2020-05-08,73610,75800,73260,73960,3184170,VNM,Thực phẩm và đồ uống
2020-05-11,76430,76430,73760,76430,1792200,VNM,Thực phẩm và đồ uống
2020-05-12,76430,80590,75650,80230,2944650,VNM,Thực phẩm và đồ uống
2020-05-13,79750,81010,77490,80100,2507730,VNM,Thực phẩm và đồ uống
2020-05-14,79310,80230,79250,79600,1397750,VNM,Thực phẩm và đồ uống
2020-05-15,79600,79950,77070,78050,2320230,VNM,Thực phẩm và đồ uống
2020-05-18,78050,78760,76780,78260,898370,VNM,Thực phẩm và đồ uống
2020-05-19,80160,80590,79110,79310,1432400,VNM,Thực phẩm và đồ uống
2020-05-20,79250,80590,79250,80310,1199680,VNM,Thực phẩm và đồ uống
2020-05-21,80310,81010,79950,81010,1582090,VNM,Thực phẩm và đồ uống
2020-05-22,80590,80870,79950,80590,1083060,VNM,Thực phẩm và đồ uống
2020-05-25,80660,82840,80380,82840,1581860,VNM,Thực phẩm và đồ uống
2020-05-26,83120,83120,81150,82840,983170,VNM,Thực phẩm và đồ uống
2020-05-27,82910,82980,81010,81010,1108350,VNM,Thực phẩm và đồ uống
2020-05-28,81010,81710,80870,80870,1004500,VNM,Thực phẩm và đồ uống
2020-05-29,79950,81150,79950,81010,1203680,VNM,Thực phẩm và đồ uống
2020-06-01,81070,82420,81070,81780,1047020,VNM,Thực phẩm và đồ uống
2020-06-02,81780,82420,81500,81710,891910,VNM,Thực phẩm và đồ uống
2020-06-03,81860,83190,81430,82140,1322080,VNM,Thực phẩm và đồ uống
2020-06-04,82420,83060,82420,82980,735420,VNM,Thực phẩm và đồ uống
2020-06-05,82980,83970,82210,83970,1076470,VNM,Thực phẩm và đồ uống
2020-06-08,83970,86920,83900,86500,1419750,VNM,Thực phẩm và đồ uống
2020-06-09,86720,88760,86720,88050,1704320,VNM,Thực phẩm và đồ uống
2020-06-10,88760,88760,86500,86650,1242180,VNM,Thực phẩm và đồ uống
2020-06-11,86650,88050,85230,86150,1098260,VNM,Thực phẩm và đồ uống
2020-06-12,83120,84390,80720,83120,2394330,VNM,Thực phẩm và đồ uống
2020-06-15,84530,85170,78900,78900,2058870,VNM,Thực phẩm và đồ uống
2020-06-16,80720,82770,80310,82420,844740,VNM,Thực phẩm và đồ uống
2020-06-17,82420,82550,81300,81430,513570,VNM,Thực phẩm và đồ uống
2020-06-18,81430,82140,80380,81150,523160,VNM,Thực phẩm và đồ uống
2020-06-19,81150,82060,81010,81010,1251600,VNM,Thực phẩm và đồ uống
2020-06-22,81010,81640,80870,81300,867620,VNM,Thực phẩm và đồ uống
2020-06-23,81710,82000,81430,81710,1063470,VNM,Thực phẩm và đồ uống
2020-06-24,82000,83410,82000,82500,750960,VNM,Thực phẩm và đồ uống
2020-06-25,82060,82060,81220,82000,572770,VNM,Thực phẩm và đồ uống
2020-06-26,82140,82500,81300,81640,495750,VNM,Thực phẩm và đồ uống
2020-06-29,81360,81570,78580,79850,1519040,VNM,Thực phẩm và đồ uống
2020-06-30,80650,81000,79850,80420,797960,VNM,Thực phẩm và đồ uống
2020-07-01,80420,82070,79930,81860,450020,VNM,Thực phẩm và đồ uống
2020-07-02,81930,82000,80650,80650,720480,VNM,Thực phẩm và đồ uống
2020-07-03,80650,81500,80500,81430,729290,VNM,Thực phẩm và đồ uống
2020-07-06,81710,83210,81570,83130,1319980,VNM,Thực phẩm và đồ uống
2020-07-07,83130,83570,82790,82790,1024960,VNM,Thực phẩm và đồ uống
2020-07-08,82790,82790,82430,82430,551310,VNM,Thực phẩm và đồ uống
2020-07-09,82430,83280,82430,82710,1560410,VNM,Thực phẩm và đồ uống
2020-07-10,82790,83080,82280,82280,677180,VNM,Thực phẩm và đồ uống
2020-07-13,82280,82640,81570,81930,943850,VNM,Thực phẩm và đồ uống
2020-07-14,81500,82220,81290,82220,731170,VNM,Thực phẩm và đồ uống
2020-07-15,82790,83500,82790,82790,1015000,VNM,Thực phẩm và đồ uống
2020-07-16,83280,83850,82930,83850,1112460,VNM,Thực phẩm và đồ uống
2020-07-17,83280,83780,83130,83360,583510,VNM,Thực phẩm và đồ uống
2020-07-20,82790,83280,82430,82560,474700,VNM,Thực phẩm và đồ uống
2020-07-21,82560,83000,81790,82790,1618780,VNM,Thực phẩm và đồ uống
2020-07-22,82360,82790,81430,81430,1051320,VNM,Thực phẩm và đồ uống
2020-07-23,81500,81790,81000,81500,766500,VNM,Thực phẩm và đồ uống
2020-07-24,81500,81500,77780,79290,2313270,VNM,Thực phẩm và đồ uống
2020-07-27,76440,76790,73800,73800,2553780,VNM,Thực phẩm và đồ uống
2020-07-28,74220,78430,74220,78430,1390810,VNM,Thực phẩm và đồ uống
2020-07-29,77430,77710,75300,75640,1497450,VNM,Thực phẩm và đồ uống
2020-07-30,77080,78150,76210,77780,1028620,VNM,Thực phẩm và đồ uống
2020-07-31,76360,77930,76010,76360,839830,VNM,Thực phẩm và đồ uống
2020-08-03,77080,78500,76860,77930,860190,VNM,Thực phẩm và đồ uống
2020-08-04,79210,79430,78430,79430,765170,VNM,Thực phẩm và đồ uống
2020-08-05,79570,81070,78500,80000,888080,VNM,Thực phẩm và đồ uống
2020-08-06,80080,82790,80000,81930,1360570,VNM,Thực phẩm và đồ uống
2020-08-07,82070,82790,81930,82430,1148200,VNM,Thực phẩm và đồ uống
2020-08-10,82790,83130,81710,81710,1412680,VNM,Thực phẩm và đồ uống
2020-08-11,82000,82070,81360,81710,852250,VNM,Thực phẩm và đồ uống
2020-08-12,81710,82710,81710,82510,1451960,VNM,Thực phẩm và đồ uống
2020-08-13,82790,83210,82710,83080,1238980,VNM,Thực phẩm và đồ uống
2020-08-14,83210,84210,82930,83280,1623690,VNM,Thực phẩm và đồ uống
2020-08-17,83500,84140,82280,83500,906890,VNM,Thực phẩm và đồ uống
2020-08-18,83500,83780,82510,82510,604570,VNM,Thực phẩm và đồ uống
2020-08-19,82790,82790,82000,82280,981840,VNM,Thực phẩm và đồ uống
2020-08-20,82280,82640,81790,82220,1254280,VNM,Thực phẩm và đồ uống
2020-08-21,82430,82790,82140,82510,884990,VNM,Thực phẩm và đồ uống
2020-08-24,83130,83930,82790,83130,1526860,VNM,Thực phẩm và đồ uống
2020-08-25,83500,84140,83360,83710,1693030,VNM,Thực phẩm và đồ uống
2020-08-26,84210,84350,83420,83570,1922780,VNM,Thực phẩm và đồ uống
2020-08-27,83850,84140,83500,83640,799570,VNM,Thực phẩm và đồ uống
2020-08-28,84070,85640,83640,85140,1341270,VNM,Thực phẩm và đồ uống
2020-08-31,85840,86350,85270,86350,1634090,VNM,Thực phẩm và đồ uống
2020-09-01,86350,87930,85790,87930,1448060,VNM,Thực phẩm và đồ uống
2020-09-03,88140,89060,88140,89000,2016680,VNM,Thực phẩm và đồ uống
2020-09-04,88280,89200,87860,89200,1711980,VNM,Thực phẩm và đồ uống
2020-09-07,89200,91630,89130,89920,2178380,VNM,Thực phẩm và đồ uống
2020-09-08,89850,90920,88430,88630,1809570,VNM,Thực phẩm và đồ uống
2020-09-09,87420,88430,86720,88350,1621920,VNM,Thực phẩm và đồ uống
2020-09-10,89200,89490,88780,89000,848330,VNM,Thực phẩm và đồ uống
2020-09-11,88630,89000,88140,88350,956670,VNM,Thực phẩm và đồ uống
2020-09-14,88780,89200,88500,88630,1194170,VNM,Thực phẩm và đồ uống
2020-09-15,88630,89130,88500,89060,882030,VNM,Thực phẩm và đồ uống
2020-09-16,89200,89200,88430,88630,724510,VNM,Thực phẩm và đồ uống
2020-09-17,88500,89770,88500,88850,1376570,VNM,Thực phẩm và đồ uống
2020-09-18,88920,90200,88630,90200,1224030,VNM,Thực phẩm và đồ uống
2020-09-21,90200,92920,90200,92840,2614310,VNM,Thực phẩm và đồ uống
2020-09-22,92840,92920,91710,92490,1244610,VNM,Thực phẩm và đồ uống
2020-09-23,92710,92920,92140,92200,1042800,VNM,Thực phẩm và đồ uống
2020-09-24,91490,91990,90850,90850,1506610,VNM,Thực phẩm và đồ uống
2020-09-25,91210,91340,90990,91140,1011140,VNM,Thực phẩm và đồ uống
2020-09-28,91340,91770,90850,91560,2169790,VNM,Thực phẩm và đồ uống
2020-09-29,95650,97910,93920,94960,5191680,VNM,Thực phẩm và đồ uống
2020-09-30,95650,96870,94350,94690,1432380,VNM,Thực phẩm và đồ uống
2020-10-01,94780,95130,93830,95040,1702500,VNM,Thực phẩm và đồ uống
2020-10-02,95210,95740,92780,93920,2864220,VNM,Thực phẩm và đồ uống
2020-10-05,93920,94780,93040,93310,1427600,VNM,Thực phẩm và đồ uống
2020-10-06,93310,93920,92610,93040,2044710,VNM,Thực phẩm và đồ uống
2020-10-07,92860,93920,92610,93920,2153700,VNM,Thực phẩm và đồ uống
2020-10-08,93830,93830,92860,92950,1325810,VNM,Thực phẩm và đồ uống
2020-10-09,93040,93130,92700,92780,980970,VNM,Thực phẩm và đồ uống
2020-10-12,92860,93740,92700,93040,1209250,VNM,Thực phẩm và đồ uống
2020-10-13,93040,93920,92950,93130,858550,VNM,Thực phẩm và đồ uống
2020-10-14,93130,93640,92860,93380,1299160,VNM,Thực phẩm và đồ uống
2020-10-15,93740,93830,93040,93470,1854560,VNM,Thực phẩm và đồ uống
2020-10-16,93470,93920,92950,93380,1637740,VNM,Thực phẩm và đồ uống
2020-10-19,93380,94170,93380,93640,1617740,VNM,Thực phẩm và đồ uống
